percentage,ML,outlier,correction,imputation,r2
10,clf,lof,interpolation,mean,0.906060606060606
10,clf,lof,interpolation,interpolation,0.8993939393939394
10,clf,iforest,drop,locf,0.9054307116104868
10,clf,iforest,drop,mean,0.9041822721598004
10,clf,iforest,drop,interpolation,0.9013732833957552
10,clf,iforest,locf,locf,0.8924242424242425
10,clf,iforest,locf,mean,0.8933333333333333
10,clf,iforest,locf,interpolation,0.8966666666666666
10,clf,iforest,mean,locf,0.8954545454545455
10,clf,iforest,mean,mean,0.8984848484848484
10,clf,iforest,mean,interpolation,0.8963636363636364
10,clf,iforest,interpolation,locf,0.8924242424242425
10,clf,iforest,interpolation,mean,0.8984848484848484
10,clf,iforest,interpolation,interpolation,0.8948484848484849
10,reg,z,drop,locf,0.8677649341767995
10,reg,z,drop,mean,0.8712259266771432
10,reg,z,drop,interpolation,0.8717083990320307
10,reg,z,locf,locf,0.763927700646531
10,reg,z,locf,mean,0.7674443487318761
10,reg,z,locf,interpolation,0.7678159418864945
10,reg,z,mean,locf,0.8224680781420869
10,reg,z,mean,mean,0.8251583874477493
10,reg,z,mean,interpolation,0.8246112982165699
10,reg,z,interpolation,locf,0.763927700646531
10,reg,z,interpolation,mean,0.8251583874477493
10,reg,z,interpolation,interpolation,0.7905260833651129
10,reg,lof,drop,locf,0.8535744261897176
10,reg,lof,drop,mean,0.8587925346055597
10,reg,lof,drop,interpolation,0.8589895929060095
10,reg,lof,locf,locf,0.8238141837810147
10,reg,lof,locf,mean,0.8279802131749083
10,reg,lof,locf,interpolation,0.8276053597641345
10,reg,lof,mean,locf,0.8394612301828432
10,reg,lof,mean,mean,0.8431780896752206
10,reg,lof,mean,interpolation,0.8426848867210911
10,reg,lof,interpolation,locf,0.8238141837810147
10,reg,lof,interpolation,mean,0.8431780896752206
10,reg,lof,interpolation,interpolation,0.8333570255968225
10,reg,iforest,drop,locf,0.8602705304361498
10,reg,iforest,drop,mean,0.8644962764383288
10,reg,iforest,drop,interpolation,0.8647600064515715
10,reg,iforest,locf,locf,0.7875715561850593
10,reg,iforest,locf,mean,0.7915763060723049
10,reg,iforest,locf,interpolation,0.7910817584222511
10,reg,iforest,mean,locf,0.8303582964486825
10,reg,iforest,mean,mean,0.8334059879242968
10,reg,iforest,mean,interpolation,0.8342362094345728
10,reg,iforest,interpolation,locf,0.7875715561850593
10,reg,iforest,interpolation,mean,0.8334059879242968
10,reg,iforest,interpolation,interpolation,0.8079357015618871
10,clf,z,drop,locf,0.900413617562838
10,clf,z,drop,mean,0.914412981228126
10,clf,z,drop,interpolation,0.910913140311804
10,clf,z,locf,locf,0.886969696969697
10,clf,z,locf,mean,0.8896969696969697
10,clf,z,locf,interpolation,0.8842424242424243
10,clf,z,mean,locf,0.8951515151515151
10,clf,z,mean,mean,0.8945454545454545
10,clf,z,mean,interpolation,0.8963636363636364
10,clf,z,interpolation,locf,0.886969696969697
10,clf,z,interpolation,mean,0.8945454545454545
10,clf,z,interpolation,interpolation,0.8921212121212121
10,clf,lof,drop,locf,0.905259920024608
10,clf,lof,drop,mean,0.9074131036604122
10,clf,lof,drop,interpolation,0.9061827130113812
10,clf,lof,locf,locf,0.8960606060606061
10,clf,lof,locf,mean,0.9015151515151516
10,clf,lof,locf,interpolation,0.8936363636363637
10,clf,lof,mean,locf,0.8960606060606061
10,clf,lof,mean,mean,0.8960606060606061
10,clf,lof,mean,interpolation,0.8924242424242425
10,clf,lof,interpolation,locf,0.8960606060606061
10,clf,lof,interpolation,mean,0.8960606060606061
10,clf,lof,interpolation,interpolation,0.8984848484848484
10,clf,iforest,drop,locf,0.9050296782255544
10,clf,iforest,drop,mean,0.9072164948453608
10,clf,iforest,drop,interpolation,0.902218056857232
10,clf,iforest,locf,locf,0.8927272727272728
10,clf,iforest,locf,mean,0.8909090909090909
10,clf,iforest,locf,interpolation,0.8878787878787879
10,clf,iforest,mean,locf,0.8966666666666666
10,clf,iforest,mean,mean,0.8927272727272728
10,clf,iforest,mean,interpolation,0.8954545454545455
10,clf,iforest,interpolation,locf,0.8927272727272728
10,clf,iforest,interpolation,mean,0.8927272727272728
10,clf,iforest,interpolation,interpolation,0.8966666666666666
10,reg,z,drop,locf,0.8676019000170692
10,reg,z,drop,mean,0.8699911807959337
10,reg,z,drop,interpolation,0.8677600286845766
10,reg,z,locf,locf,0.796905927522183
10,reg,z,locf,mean,0.8005642068723471
10,reg,z,locf,interpolation,0.79806323072509
10,reg,z,mean,locf,0.8270546889472721
10,reg,z,mean,mean,0.8287726140296354
10,reg,z,mean,interpolation,0.8281007572684996
10,reg,z,interpolation,locf,0.796905927522183
10,reg,z,interpolation,mean,0.8287726140296354
10,reg,z,interpolation,interpolation,0.8059998706479045
10,reg,lof,drop,locf,0.8594830561169967
10,reg,lof,drop,mean,0.8620293696602719
10,reg,lof,drop,interpolation,0.860699303997524
10,reg,lof,locf,locf,0.835003333137692
10,reg,lof,locf,mean,0.8386246151540291
10,reg,lof,locf,interpolation,0.8373020442888762
10,reg,lof,mean,locf,0.8441674691731366
10,reg,lof,mean,mean,0.8472041103466746
10,reg,lof,mean,interpolation,0.8470306332576756
10,reg,lof,interpolation,locf,0.835003333137692
10,reg,lof,interpolation,mean,0.8472041103466746
10,reg,lof,interpolation,interpolation,0.8403795882417496
10,reg,iforest,drop,locf,0.8579766636343089
10,reg,iforest,drop,mean,0.8627308599811717
10,reg,iforest,drop,interpolation,0.860831116359999
10,reg,iforest,locf,locf,0.8029842635414317
10,reg,iforest,locf,mean,0.8063665629949949
10,reg,iforest,locf,interpolation,0.8049591360905983
10,reg,iforest,mean,locf,0.8324773357108649
10,reg,iforest,mean,mean,0.835294704593336
10,reg,iforest,mean,interpolation,0.8337167074096272
10,reg,iforest,interpolation,locf,0.8029842635414317
10,reg,iforest,interpolation,mean,0.835294704593336
10,reg,iforest,interpolation,interpolation,0.808734956532541
10,clf,z,drop,locf,0.909119696010133
10,clf,z,drop,mean,0.9110196326789108
10,clf,z,drop,interpolation,0.9116529449018366
10,clf,z,locf,locf,0.8915151515151515
10,clf,z,locf,mean,0.8936363636363637
10,clf,z,locf,interpolation,0.8890909090909092
10,clf,z,mean,locf,0.8981818181818182
10,clf,z,mean,mean,0.8915151515151515
10,clf,z,mean,interpolation,0.8945454545454545
10,clf,z,interpolation,locf,0.8915151515151515
10,clf,z,interpolation,mean,0.8915151515151515
10,clf,z,interpolation,interpolation,0.8978787878787878
10,clf,lof,drop,locf,0.9065478020288964
10,clf,lof,drop,mean,0.9040885336612358
10,clf,lof,drop,interpolation,0.906855210574854
10,clf,lof,locf,locf,0.9051515151515152
10,clf,lof,locf,mean,0.8981818181818182
10,clf,lof,locf,interpolation,0.8993939393939394
10,clf,lof,mean,locf,0.8981818181818182
10,clf,lof,mean,mean,0.9009090909090908
10,clf,lof,mean,interpolation,0.9015151515151516
10,clf,lof,interpolation,locf,0.9051515151515152
10,clf,lof,interpolation,mean,0.9009090909090908
10,clf,lof,interpolation,interpolation,0.8996969696969697
10,clf,iforest,drop,locf,0.9084682440846824
10,clf,iforest,drop,mean,0.9062889165628892
10,clf,iforest,drop,interpolation,0.9066002490660025
10,clf,iforest,locf,locf,0.8945454545454545
10,clf,iforest,locf,mean,0.8887878787878788
10,clf,iforest,locf,interpolation,0.8930303030303031
10,clf,iforest,mean,locf,0.8927272727272728
10,clf,iforest,mean,mean,0.8984848484848484
10,clf,iforest,mean,interpolation,0.8951515151515151
10,clf,iforest,interpolation,locf,0.8945454545454545
10,clf,iforest,interpolation,mean,0.8984848484848484
10,clf,iforest,interpolation,interpolation,0.8936363636363637
10,reg,z,drop,locf,0.8666701003863331
10,reg,z,drop,mean,0.8678313387394075
10,reg,z,drop,interpolation,0.8668130420638631
10,reg,z,locf,locf,0.7938734834321879
10,reg,z,locf,mean,0.7953458516784198
10,reg,z,locf,interpolation,0.7938586007645781
10,reg,z,mean,locf,0.8173344954503802
10,reg,z,mean,mean,0.8192000187001848
10,reg,z,mean,interpolation,0.8174624021610776
10,reg,z,interpolation,locf,0.7938734834321879
10,reg,z,interpolation,mean,0.8192000187001848
10,reg,z,interpolation,interpolation,0.7939100006518898
10,reg,lof,drop,locf,0.859012165279145
10,reg,lof,drop,mean,0.8595505013451921
10,reg,lof,drop,interpolation,0.8600267172089714
10,reg,lof,locf,locf,0.8362051048120134
10,reg,lof,locf,mean,0.8358370468065632
10,reg,lof,locf,interpolation,0.8348461883125824
10,reg,lof,mean,locf,0.844824292304607
10,reg,lof,mean,mean,0.845302828211534
10,reg,lof,mean,interpolation,0.8443421774426767
10,reg,lof,interpolation,locf,0.8362051048120134
10,reg,lof,interpolation,mean,0.845302828211534
10,reg,lof,interpolation,interpolation,0.8361854705432373
10,reg,iforest,drop,locf,0.8604102570209624
10,reg,iforest,drop,mean,0.8625394835782646
10,reg,iforest,drop,interpolation,0.8594311313592019
10,reg,iforest,locf,locf,0.823142520447529
10,reg,iforest,locf,mean,0.823538091952038
10,reg,iforest,locf,interpolation,0.8218556127212767
10,reg,iforest,mean,locf,0.8310851326878252
10,reg,iforest,mean,mean,0.8327423429038606
10,reg,iforest,mean,interpolation,0.8316042084485291
10,reg,iforest,interpolation,locf,0.823142520447529
10,reg,iforest,interpolation,mean,0.8327423429038606
10,reg,iforest,interpolation,interpolation,0.8191290787860349
10,clf,z,drop,locf,0.9053367217280812
10,clf,z,drop,mean,0.912007623888183
10,clf,z,drop,interpolation,0.9101016518424396
10,clf,z,locf,locf,0.8845454545454545
10,clf,z,locf,mean,0.8909090909090909
10,clf,z,locf,interpolation,0.8893939393939394
10,clf,z,mean,locf,0.8915151515151515
10,clf,z,mean,mean,0.8945454545454545
10,clf,z,mean,interpolation,0.8957575757575758
10,clf,z,interpolation,locf,0.8845454545454545
10,clf,z,interpolation,mean,0.8945454545454545
10,clf,z,interpolation,interpolation,0.8939393939393939
10,clf,lof,drop,locf,0.9069910686787804
10,clf,lof,drop,mean,0.9079149984601168
10,clf,lof,drop,interpolation,0.9048352325223282
10,clf,lof,locf,locf,0.8978787878787878
10,clf,lof,locf,mean,0.904848484848485
10,clf,lof,locf,interpolation,0.8993939393939394
10,clf,lof,mean,locf,0.8996969696969697
10,clf,lof,mean,mean,0.9051515151515152
10,clf,lof,mean,interpolation,0.8978787878787878
10,clf,lof,interpolation,locf,0.8978787878787878
10,clf,lof,interpolation,mean,0.9051515151515152
10,clf,lof,interpolation,interpolation,0.8993939393939394
10,clf,iforest,drop,locf,0.9057133936934124
10,clf,iforest,drop,mean,0.9097720886668748
10,clf,iforest,drop,interpolation,0.902903527942554
10,clf,iforest,locf,locf,0.8942424242424243
10,clf,iforest,locf,mean,0.8951515151515151
10,clf,iforest,locf,interpolation,0.899090909090909
10,clf,iforest,mean,locf,0.8881818181818182
10,clf,iforest,mean,mean,0.8927272727272728
10,clf,iforest,mean,interpolation,0.8921212121212121
10,clf,iforest,interpolation,locf,0.8942424242424243
10,clf,iforest,interpolation,mean,0.8927272727272728
10,clf,iforest,interpolation,interpolation,0.8954545454545455
10,reg,z,drop,locf,0.8699676871496336
10,reg,z,drop,mean,0.8721493801676659
10,reg,z,drop,interpolation,0.8702275997554959
10,reg,z,locf,locf,0.8033313784495693
10,reg,z,locf,mean,0.8053791016523493
10,reg,z,locf,interpolation,0.8047479639940229
10,reg,z,mean,locf,0.834574756081284
10,reg,z,mean,mean,0.8368432040443836
10,reg,z,mean,interpolation,0.8342109706124389
10,reg,z,interpolation,locf,0.8033313784495693
10,reg,z,interpolation,mean,0.8368432040443836
10,reg,z,interpolation,interpolation,0.8074864027428131
10,reg,lof,drop,locf,0.8679748927678946
10,reg,lof,drop,mean,0.8700972448913221
10,reg,lof,drop,interpolation,0.8678183621309202
10,reg,lof,locf,locf,0.8397791560161836
10,reg,lof,locf,mean,0.8430345434971014
10,reg,lof,locf,interpolation,0.841747756932951
10,reg,lof,mean,locf,0.8528310756047291
10,reg,lof,mean,mean,0.8545939086570742
10,reg,lof,mean,interpolation,0.8532830425106384
10,reg,lof,interpolation,locf,0.8397791560161836
10,reg,lof,interpolation,mean,0.8545939086570742
10,reg,lof,interpolation,interpolation,0.8450701418219275
10,reg,iforest,drop,locf,0.8614869970035942
10,reg,iforest,drop,mean,0.864696005948147
10,reg,iforest,drop,interpolation,0.8635279628993526
10,reg,iforest,locf,locf,0.8160160423295306
10,reg,iforest,locf,mean,0.8203157035680355
10,reg,iforest,locf,interpolation,0.8193899924235128
10,reg,iforest,mean,locf,0.8446528793929213
10,reg,iforest,mean,mean,0.8482183406539031
10,reg,iforest,mean,interpolation,0.84460191267258
10,reg,iforest,interpolation,locf,0.8160160423295306
10,reg,iforest,interpolation,mean,0.8482183406539031
10,reg,iforest,interpolation,interpolation,0.8219289733917878
10,clf,z,drop,locf,0.9048371798925072
10,clf,z,drop,mean,0.9098956686689852
10,clf,z,drop,interpolation,0.9086310464748656
10,clf,z,locf,locf,0.8909090909090909
10,clf,z,locf,mean,0.8942424242424243
10,clf,z,locf,interpolation,0.8918181818181817
10,clf,z,mean,locf,0.8903030303030303
10,clf,z,mean,mean,0.8942424242424243
10,clf,z,mean,interpolation,0.8915151515151515
10,clf,z,interpolation,locf,0.8909090909090909
10,clf,z,interpolation,mean,0.8942424242424243
10,clf,z,interpolation,interpolation,0.8909090909090909
10,clf,lof,drop,locf,0.9039704524469068
10,clf,lof,drop,mean,0.9027393044013544
10,clf,lof,drop,interpolation,0.9067405355493998
10,clf,lof,locf,locf,0.8942424242424243
10,clf,lof,locf,mean,0.9
10,clf,lof,locf,interpolation,0.8981818181818182
10,clf,lof,mean,locf,0.8963636363636364
10,clf,lof,mean,mean,0.8975757575757576
10,clf,lof,mean,interpolation,0.8981818181818182
10,clf,lof,interpolation,locf,0.8942424242424243
10,clf,lof,interpolation,mean,0.8975757575757576
10,clf,lof,interpolation,interpolation,0.8993939393939394
10,clf,iforest,drop,locf,0.9043911554033012
10,clf,iforest,drop,mean,0.902522578635939
10,clf,iforest,drop,interpolation,0.9050140143257552
10,clf,iforest,locf,locf,0.8981818181818182
10,clf,iforest,locf,mean,0.8975757575757576
10,clf,iforest,locf,interpolation,0.8957575757575758
10,clf,iforest,mean,locf,0.9042424242424244
10,clf,iforest,mean,mean,0.8960606060606061
10,clf,iforest,mean,interpolation,0.9
10,clf,iforest,interpolation,locf,0.8981818181818182
10,clf,iforest,interpolation,mean,0.8960606060606061
10,clf,iforest,interpolation,interpolation,0.896969696969697
10,reg,z,drop,locf,0.871044917609183
10,reg,z,drop,mean,0.8801567073869739
10,reg,z,drop,interpolation,0.8762789683396284
10,reg,z,locf,locf,0.7888100072469348
10,reg,z,locf,mean,0.7976224288492334
10,reg,z,locf,interpolation,0.7927195830969539
10,reg,z,mean,locf,0.8225011321549555
10,reg,z,mean,mean,0.83155643653586
10,reg,z,mean,interpolation,0.828827555357377
10,reg,z,interpolation,locf,0.7888100072469348
10,reg,z,interpolation,mean,0.83155643653586
10,reg,z,interpolation,interpolation,0.7942251039090004
10,reg,lof,drop,locf,0.8575929171510183
10,reg,lof,drop,mean,0.8664431994748081
10,reg,lof,drop,interpolation,0.8615565522732602
10,reg,lof,locf,locf,0.8332740117094531
10,reg,lof,locf,mean,0.840069515649283
10,reg,lof,locf,interpolation,0.8360736588682067
10,reg,lof,mean,locf,0.8429236861936016
10,reg,lof,mean,mean,0.8514827351774664
10,reg,lof,mean,interpolation,0.8467665800258806
10,reg,lof,interpolation,locf,0.8332740117094531
10,reg,lof,interpolation,mean,0.8514827351774664
10,reg,lof,interpolation,interpolation,0.8361678157797854
10,reg,iforest,drop,locf,0.8599737625757651
10,reg,iforest,drop,mean,0.8679755741007029
10,reg,iforest,drop,interpolation,0.864473946466829
10,reg,iforest,locf,locf,0.8062776945874098
10,reg,iforest,locf,mean,0.8147667519745311
10,reg,iforest,locf,interpolation,0.8105686452769688
10,reg,iforest,mean,locf,0.8331405336612047
10,reg,iforest,mean,mean,0.8389394376878884
10,reg,iforest,mean,interpolation,0.8379487889199927
10,reg,iforest,interpolation,locf,0.8062776945874098
10,reg,iforest,interpolation,mean,0.8389394376878884
10,reg,iforest,interpolation,interpolation,0.8177047353146953
10,clf,z,drop,locf,0.9101016518424396
10,clf,z,drop,mean,0.9072426937738246
10,clf,z,drop,interpolation,0.914866581956798
10,clf,z,locf,locf,0.89
10,clf,z,locf,mean,0.8921212121212121
10,clf,z,locf,interpolation,0.8921212121212121
10,clf,z,mean,locf,0.8963636363636364
10,clf,z,mean,mean,0.9009090909090908
10,clf,z,mean,interpolation,0.8993939393939394
10,clf,z,interpolation,locf,0.89
10,clf,z,interpolation,mean,0.9009090909090908
10,clf,z,interpolation,interpolation,0.896969696969697
10,clf,lof,drop,locf,0.9027991387265456
10,clf,lof,drop,mean,0.9012611504152568
10,clf,lof,drop,interpolation,0.902491541064288
10,clf,lof,locf,locf,0.904848484848485
10,clf,lof,locf,mean,0.8996969696969697
10,clf,lof,locf,interpolation,0.9030303030303032
10,clf,lof,mean,locf,0.9003030303030303
10,clf,lof,mean,mean,0.9051515151515152
10,clf,lof,mean,interpolation,0.8978787878787878
10,clf,lof,interpolation,locf,0.904848484848485
10,clf,lof,interpolation,mean,0.9051515151515152
10,clf,lof,interpolation,interpolation,0.904848484848485
10,clf,iforest,drop,locf,0.9058309946990958
10,clf,iforest,drop,mean,0.9070782662924852
10,clf,iforest,drop,interpolation,0.9055191768007484
10,clf,iforest,locf,locf,0.8933333333333333
10,clf,iforest,locf,mean,0.8957575757575758
10,clf,iforest,locf,interpolation,0.8942424242424243
10,clf,iforest,mean,locf,0.8972727272727272
10,clf,iforest,mean,mean,0.8975757575757576
10,clf,iforest,mean,interpolation,0.8945454545454545
10,clf,iforest,interpolation,locf,0.8933333333333333
10,clf,iforest,interpolation,mean,0.8975757575757576
10,clf,iforest,interpolation,interpolation,0.8924242424242425
10,reg,z,drop,locf,0.8642056701197856
10,reg,z,drop,mean,0.8710622723002595
10,reg,z,drop,interpolation,0.8698730283181955
10,reg,z,locf,locf,0.784717501226033
10,reg,z,locf,mean,0.7926265327196537
10,reg,z,locf,interpolation,0.7917888539887606
10,reg,z,mean,locf,0.8286019974851387
10,reg,z,mean,mean,0.8338315158889056
10,reg,z,mean,interpolation,0.8333447963901457
10,reg,z,interpolation,locf,0.784717501226033
10,reg,z,interpolation,mean,0.8338315158889056
10,reg,z,interpolation,interpolation,0.7982773878715422
10,reg,lof,drop,locf,0.8564642126866051
10,reg,lof,drop,mean,0.8636394026661903
10,reg,lof,drop,interpolation,0.8623143731215599
10,reg,lof,locf,locf,0.8370560772003306
10,reg,lof,locf,mean,0.8442461806364197
10,reg,lof,locf,interpolation,0.8424024215155905
10,reg,lof,mean,locf,0.8478941000135067
10,reg,lof,mean,mean,0.8540267798814114
10,reg,lof,mean,interpolation,0.8535995324384353
10,reg,lof,interpolation,locf,0.8370560772003306
10,reg,lof,interpolation,mean,0.8540267798814114
10,reg,lof,interpolation,interpolation,0.8394785467451409
10,reg,iforest,drop,locf,0.8582945772317339
10,reg,iforest,drop,mean,0.8656493310608072
10,reg,iforest,drop,interpolation,0.8663479100606604
10,reg,iforest,locf,locf,0.8113883583660033
10,reg,iforest,locf,mean,0.8171933849364872
10,reg,iforest,locf,interpolation,0.8170912201691413
10,reg,iforest,mean,locf,0.8355860832614257
10,reg,iforest,mean,mean,0.8428552338171615
10,reg,iforest,mean,interpolation,0.8413547182487446
10,reg,iforest,interpolation,locf,0.8113883583660033
10,reg,iforest,interpolation,mean,0.8428552338171615
10,reg,iforest,interpolation,interpolation,0.817709287542608
10,clf,z,drop,locf,0.9069325735992404
10,clf,z,drop,mean,0.9066160177271289
10,clf,z,drop,interpolation,0.9097815764482432
10,clf,z,locf,locf,0.8927272727272728
10,clf,z,locf,mean,0.8875757575757576
10,clf,z,locf,interpolation,0.8887878787878788
10,clf,z,mean,locf,0.8960606060606061
10,clf,z,mean,mean,0.8966666666666666
10,clf,z,mean,interpolation,0.8954545454545455
10,clf,z,interpolation,locf,0.8927272727272728
10,clf,z,interpolation,mean,0.8966666666666666
10,clf,z,interpolation,interpolation,0.8957575757575758
10,clf,lof,drop,locf,0.903621853898097
10,clf,lof,drop,mean,0.90914671577655
10,clf,lof,drop,interpolation,0.9060773480662984
10,clf,lof,locf,locf,0.8957575757575758
10,clf,lof,locf,mean,0.904848484848485
10,clf,lof,locf,interpolation,0.9033333333333332
10,clf,lof,mean,locf,0.902121212121212
10,clf,lof,mean,mean,0.9033333333333332
10,clf,lof,mean,interpolation,0.9057575757575758
10,clf,lof,interpolation,locf,0.8957575757575758
10,clf,lof,interpolation,mean,0.9033333333333332
10,clf,lof,interpolation,interpolation,0.902121212121212
10,clf,iforest,drop,locf,0.9071361794951698
10,clf,iforest,drop,mean,0.9055780617014646
10,clf,iforest,drop,interpolation,0.9055780617014646
10,clf,iforest,locf,locf,0.8936363636363637
10,clf,iforest,locf,mean,0.8951515151515151
10,clf,iforest,locf,interpolation,0.8945454545454545
10,clf,iforest,mean,locf,0.8933333333333333
10,clf,iforest,mean,mean,0.902121212121212
10,clf,iforest,mean,interpolation,0.8936363636363637
10,clf,iforest,interpolation,locf,0.8936363636363637
