percentage,ML,outlier,correction,imputation,r2
10,clf,iforest,mean,mean,0.899090909090909
10,clf,iforest,interpolation,mean,0.9006060606060606
10,clf,z,drop,interpolation,0.9063492063492063
10,clf,z,locf,interpolation,0.8942424242424243
10,clf,z,mean,interpolation,0.8948484848484849
10,clf,z,interpolation,interpolation,0.8966666666666666
10,clf,lof,drop,interpolation,0.9016292652935752
10,clf,lof,locf,interpolation,0.8966666666666666
10,clf,lof,mean,interpolation,0.904848484848485
10,clf,lof,interpolation,interpolation,0.9063636363636364
10,clf,iforest,drop,interpolation,0.906094527363184
10,clf,iforest,locf,interpolation,0.8978787878787878
10,clf,iforest,mean,interpolation,0.896969696969697
10,clf,iforest,interpolation,interpolation,0.8996969696969697
10,reg,z,drop,locf,0.8675501761271864
10,reg,z,locf,locf,0.7609037330660099
10,reg,z,mean,locf,0.8198432629375003
10,reg,z,interpolation,locf,0.8208703718800233
10,reg,lof,drop,locf,0.8562116600321311
10,reg,lof,locf,locf,0.825130166686173
10,reg,lof,mean,locf,0.8408857884942766
10,reg,lof,interpolation,locf,0.8400620046026295
10,reg,iforest,drop,locf,0.8567109737391829
10,reg,iforest,locf,locf,0.7992682289566942
10,reg,iforest,mean,locf,0.8326469203442937
10,reg,iforest,interpolation,locf,0.8324702139328695
10,reg,z,drop,mean,0.8712948582776725
10,reg,z,locf,mean,0.7689355345473634
10,reg,z,mean,mean,0.825549455390417
10,reg,z,interpolation,mean,0.827131531667154
10,reg,lof,drop,mean,0.8588353799866356
10,reg,lof,locf,mean,0.8280110239074763
10,reg,lof,mean,mean,0.8439793969431267
10,reg,lof,interpolation,mean,0.8439309043170791
10,reg,iforest,drop,mean,0.8643801770715832
10,reg,iforest,locf,mean,0.8034845035696735
10,reg,iforest,mean,mean,0.8380650041338447
10,reg,iforest,interpolation,mean,0.8401245736724544
10,reg,z,drop,interpolation,0.8721316063220221
10,reg,z,locf,interpolation,0.7647383973241263
10,reg,z,mean,interpolation,0.8242101247633503
10,reg,z,interpolation,interpolation,0.8258933480294394
10,reg,lof,drop,interpolation,0.8589444006252972
10,reg,lof,locf,interpolation,0.8274359443097072
10,reg,lof,mean,interpolation,0.8442499417054021
10,reg,lof,interpolation,interpolation,0.8457603427379901
10,reg,iforest,drop,interpolation,0.8621474238593122
10,reg,iforest,locf,interpolation,0.8021624076217732
10,reg,iforest,mean,interpolation,0.8378435254815517
10,reg,iforest,interpolation,interpolation,0.8379095402791552
10,clf,z,drop,locf,0.9054441260744984
10,clf,z,locf,locf,0.8848484848484849
10,clf,z,mean,locf,0.8930303030303031
10,clf,z,interpolation,locf,0.8933333333333333
10,clf,lof,drop,locf,0.9003690036900369
10,clf,lof,locf,locf,0.8960606060606061
10,clf,lof,mean,locf,0.8963636363636364
10,clf,lof,interpolation,locf,0.9012121212121212
10,clf,iforest,drop,locf,0.90556073314694
10,clf,iforest,locf,locf,0.8884848484848484
10,clf,iforest,mean,locf,0.8978787878787878
10,clf,iforest,interpolation,locf,0.8948484848484849
10,clf,z,drop,mean,0.9134584791600382
10,clf,z,locf,mean,0.8890909090909092
10,clf,z,mean,mean,0.896969696969697
10,clf,z,interpolation,mean,0.8912121212121212
10,clf,lof,drop,mean,0.9064903106736388
10,clf,lof,locf,mean,0.8987878787878788
10,clf,lof,mean,mean,0.9
10,clf,lof,interpolation,mean,0.899090909090909
10,clf,iforest,drop,mean,0.9065217391304348
10,clf,iforest,locf,mean,0.8906060606060606
10,clf,iforest,mean,mean,0.896969696969697
10,clf,iforest,interpolation,mean,0.903939393939394
10,clf,z,drop,interpolation,0.9124203821656052
10,clf,z,locf,interpolation,0.8878787878787879
10,clf,z,mean,interpolation,0.8933333333333333
10,clf,z,interpolation,interpolation,0.8963636363636364
10,clf,lof,drop,interpolation,0.8997539975399754
10,clf,lof,locf,interpolation,0.8972727272727272
10,clf,lof,mean,interpolation,0.8993939393939394
10,clf,lof,interpolation,interpolation,0.8981818181818182
10,clf,iforest,drop,interpolation,0.903726708074534
10,clf,iforest,locf,interpolation,0.8930303030303031
10,clf,iforest,mean,interpolation,0.8960606060606061
10,clf,iforest,interpolation,interpolation,0.8966666666666666
10,reg,z,drop,locf,0.866771951208148
10,reg,z,locf,locf,0.796879630288205
10,reg,z,mean,locf,0.8248338952798132
10,reg,z,interpolation,locf,0.82677155988068
10,reg,lof,drop,locf,0.8596140584187529
10,reg,lof,locf,locf,0.8344990002821059
10,reg,lof,mean,locf,0.8441506152739069
10,reg,lof,interpolation,locf,0.8446621310474693
10,reg,iforest,drop,locf,0.859208564381348
10,reg,iforest,locf,locf,0.8159190631254123
10,reg,iforest,mean,locf,0.8359916081786468
10,reg,iforest,interpolation,locf,0.8360505318635187
10,reg,z,drop,mean,0.8699370127219352
10,reg,z,locf,mean,0.8003792567502492
10,reg,z,mean,mean,0.828963841778777
10,reg,z,interpolation,mean,0.8298266547364459
10,reg,lof,drop,mean,0.8620125417967726
10,reg,lof,locf,mean,0.8389949938234189
10,reg,lof,mean,mean,0.8472669771303195
10,reg,lof,interpolation,mean,0.8492894392970043
10,reg,iforest,drop,mean,0.863649329781571
10,reg,iforest,locf,mean,0.8185249623444908
10,reg,iforest,mean,mean,0.8396173279635162
10,reg,iforest,interpolation,mean,0.8402996640840075
10,reg,z,drop,interpolation,0.8677191809622644
10,reg,z,locf,interpolation,0.7996584655475504
10,reg,z,mean,interpolation,0.827105460414847
10,reg,z,interpolation,interpolation,0.8278659394467011
10,reg,lof,drop,interpolation,0.8606733594018487
10,reg,lof,locf,interpolation,0.8369508143155335
10,reg,lof,mean,interpolation,0.8471563194377156
10,reg,lof,interpolation,interpolation,0.8468994364927213
10,reg,iforest,drop,interpolation,0.8615643281041375
10,reg,iforest,locf,interpolation,0.8188276863290098
10,reg,iforest,mean,interpolation,0.8377399119341541
10,reg,iforest,interpolation,interpolation,0.8387318767499696
10,clf,z,drop,locf,0.9100411783338612
10,clf,z,locf,locf,0.8939393939393939
10,clf,z,mean,locf,0.8948484848484849
10,clf,z,interpolation,locf,0.896969696969697
10,clf,lof,drop,locf,0.909956976029502
10,clf,lof,locf,locf,0.9036363636363636
10,clf,lof,mean,locf,0.8993939393939394
10,clf,lof,interpolation,locf,0.8987878787878788
10,clf,iforest,drop,locf,0.904186046511628
10,clf,iforest,locf,locf,0.8975757575757576
10,clf,iforest,mean,locf,0.8975757575757576
10,clf,iforest,interpolation,locf,0.902121212121212
10,clf,z,drop,mean,0.9160595502058916
10,clf,z,locf,mean,0.8936363636363637
10,clf,z,mean,mean,0.8915151515151515
10,clf,z,interpolation,mean,0.8948484848484849
10,clf,lof,drop,mean,0.9007070396557023
10,clf,lof,locf,mean,0.9
10,clf,lof,mean,mean,0.9003030303030303
10,clf,lof,interpolation,mean,0.8996969696969697
10,clf,iforest,drop,mean,0.9091472868217054
10,clf,iforest,locf,mean,0.8966666666666666
10,clf,iforest,mean,mean,0.901818181818182
10,clf,iforest,interpolation,mean,0.8993939393939394
10,clf,z,drop,interpolation,0.9119417168197655
10,clf,z,locf,interpolation,0.8933333333333333
10,clf,z,mean,interpolation,0.8975757575757576
10,clf,z,interpolation,interpolation,0.8963636363636364
10,clf,lof,drop,interpolation,0.9047033507531508
10,clf,lof,locf,interpolation,0.9027272727272728
10,clf,lof,mean,interpolation,0.8978787878787878
10,clf,lof,interpolation,interpolation,0.899090909090909
10,clf,iforest,drop,interpolation,0.902605459057072
10,clf,iforest,locf,interpolation,0.8981818181818182
10,clf,iforest,mean,interpolation,0.899090909090909
10,clf,iforest,interpolation,interpolation,0.8957575757575758
10,reg,z,drop,locf,0.8697591616404928
10,reg,z,locf,locf,0.7905266425600523
10,reg,z,mean,locf,0.8155555431708768
10,reg,z,interpolation,locf,0.8180807949339044
10,reg,lof,drop,locf,0.8603340067682375
10,reg,lof,locf,locf,0.836877555935817
10,reg,lof,mean,locf,0.8452579395244815
10,reg,lof,interpolation,locf,0.8455571127067194
10,reg,iforest,drop,locf,0.8605535861030904
10,reg,iforest,locf,locf,0.8224514421639526
10,reg,iforest,mean,locf,0.834223624853226
10,reg,iforest,interpolation,locf,0.8364328843881202
10,reg,z,drop,mean,0.8697016814022043
10,reg,z,locf,mean,0.7968595095822371
10,reg,z,mean,mean,0.8187402920786205
10,reg,z,interpolation,mean,0.8205401960028512
10,reg,lof,drop,mean,0.8596040452840059
10,reg,lof,locf,mean,0.8356497941636148
10,reg,lof,mean,mean,0.8455409522470316
10,reg,lof,interpolation,mean,0.8467963400201823
10,reg,iforest,drop,mean,0.8609756834555505
10,reg,iforest,locf,mean,0.8252300530209237
10,reg,iforest,mean,mean,0.8367113658803446
10,reg,iforest,interpolation,mean,0.8385794891013564
10,reg,z,drop,interpolation,0.8693271972028052
10,reg,z,locf,interpolation,0.7927815878877577
10,reg,z,mean,interpolation,0.8169999660828811
10,reg,z,interpolation,interpolation,0.8185753122612275
10,reg,lof,drop,interpolation,0.8604728811421444
10,reg,lof,locf,interpolation,0.83236148226658
10,reg,lof,mean,interpolation,0.8433063143504667
10,reg,lof,interpolation,interpolation,0.8443410335863013
10,reg,iforest,drop,interpolation,0.8598682465813998
10,reg,iforest,locf,interpolation,0.8213916699153088
10,reg,iforest,mean,interpolation,0.8349282886477358
10,reg,iforest,interpolation,interpolation,0.8371956937663698
10,clf,z,drop,locf,0.905276541640178
10,clf,z,locf,locf,0.886969696969697
10,clf,z,mean,locf,0.8924242424242425
10,clf,z,interpolation,locf,0.8924242424242425
10,clf,lof,drop,locf,0.9051139864448552
10,clf,lof,locf,locf,0.8957575757575758
10,clf,lof,mean,locf,0.9006060606060606
10,clf,lof,interpolation,locf,0.901818181818182
10,clf,iforest,drop,locf,0.905102675793404
10,clf,iforest,locf,locf,0.8921212121212121
10,clf,iforest,mean,locf,0.8945454545454545
10,clf,iforest,interpolation,locf,0.8945454545454545
10,clf,z,drop,mean,0.9081956797966964
10,clf,z,locf,mean,0.8936363636363637
10,clf,z,mean,mean,0.8933333333333333
10,clf,z,interpolation,mean,0.8927272727272728
10,clf,lof,drop,mean,0.9079149984601168
10,clf,lof,locf,mean,0.9012121212121212
10,clf,lof,mean,mean,0.906060606060606
10,clf,lof,interpolation,mean,0.9009090909090908
10,clf,iforest,drop,mean,0.9051321928460344
10,clf,iforest,locf,mean,0.8996969696969697
10,clf,iforest,mean,mean,0.8918181818181817
10,clf,iforest,interpolation,mean,0.8975757575757576
10,clf,z,drop,interpolation,0.908455181182454
10,clf,z,locf,interpolation,0.8842424242424243
10,clf,z,mean,interpolation,0.8960606060606061
10,clf,z,interpolation,interpolation,0.8981818181818182
10,clf,lof,drop,interpolation,0.9066543438077634
10,clf,lof,locf,interpolation,0.8993939393939394
10,clf,lof,mean,interpolation,0.9006060606060606
10,clf,lof,interpolation,interpolation,0.8996969696969697
10,clf,iforest,drop,interpolation,0.9047915370255134
10,clf,iforest,locf,interpolation,0.8966666666666666
10,clf,iforest,mean,interpolation,0.8963636363636364
10,clf,iforest,interpolation,interpolation,0.8966666666666666
10,reg,z,drop,locf,0.8713203531568077
10,reg,z,locf,locf,0.8029769343856379
10,reg,z,mean,locf,0.8338812757212231
10,reg,z,interpolation,locf,0.8332461612121742
10,reg,lof,drop,locf,0.8680672831778946
10,reg,lof,locf,locf,0.8416030986416193
10,reg,lof,mean,locf,0.8519792975766355
10,reg,lof,interpolation,locf,0.8537763428611413
10,reg,iforest,drop,locf,0.8621055136764514
10,reg,iforest,locf,locf,0.822936642387179
10,reg,iforest,mean,locf,0.8458342454828931
10,reg,iforest,interpolation,locf,0.8440059676940066
10,reg,z,drop,mean,0.8734255132367201
10,reg,z,locf,mean,0.8059093560306353
10,reg,z,mean,mean,0.8360265134283924
10,reg,z,interpolation,mean,0.8364894560408325
10,reg,lof,drop,mean,0.869833443426885
10,reg,lof,locf,mean,0.8423196623793472
10,reg,lof,mean,mean,0.8546327635025656
10,reg,lof,interpolation,mean,0.8555332254962017
10,reg,iforest,drop,mean,0.8651831519305204
10,reg,iforest,locf,mean,0.8232775591564394
10,reg,iforest,mean,mean,0.8481474470671819
10,reg,iforest,interpolation,mean,0.8465546215046571
10,reg,z,drop,interpolation,0.8727477092378675
10,reg,z,locf,interpolation,0.802892927211931
10,reg,z,mean,interpolation,0.8339618001621929
10,reg,z,interpolation,interpolation,0.8345301616608624
10,reg,lof,drop,interpolation,0.8675447419008588
10,reg,lof,locf,interpolation,0.8416414619541512
10,reg,lof,mean,interpolation,0.8523478113398586
10,reg,lof,interpolation,interpolation,0.8541211851696158
10,reg,iforest,drop,interpolation,0.8639594380726265
10,reg,iforest,locf,interpolation,0.8220240024082315
10,reg,iforest,mean,interpolation,0.8463665663872493
10,reg,iforest,interpolation,interpolation,0.8450002848212594
10,clf,z,drop,locf,0.9063587472318888
10,clf,z,locf,locf,0.8906060606060606
10,clf,z,mean,locf,0.8884848484848484
10,clf,z,interpolation,locf,0.8887878787878788
10,clf,lof,drop,locf,0.9061249615266236
10,clf,lof,locf,locf,0.8936363636363637
10,clf,lof,mean,locf,0.8933333333333333
10,clf,lof,interpolation,locf,0.9
10,clf,iforest,drop,locf,0.902076231794236
10,clf,iforest,locf,locf,0.8915151515151515
10,clf,iforest,mean,locf,0.8966666666666666
10,clf,iforest,interpolation,locf,0.899090909090909
10,clf,z,drop,mean,0.9054395951929158
10,clf,z,locf,mean,0.8912121212121212
10,clf,z,mean,mean,0.8945454545454545
10,clf,z,interpolation,mean,0.8951515151515151
10,clf,lof,drop,mean,0.9048938134810712
10,clf,lof,locf,mean,0.8966666666666666
10,clf,lof,mean,mean,0.8972727272727272
10,clf,lof,interpolation,mean,0.8978787878787878
10,clf,iforest,drop,mean,0.9014869888475836
10,clf,iforest,locf,mean,0.8954545454545455
10,clf,iforest,mean,mean,0.8948484848484849
10,clf,iforest,interpolation,mean,0.899090909090909
10,clf,z,drop,interpolation,0.9050933248971844
10,clf,z,locf,interpolation,0.8927272727272728
10,clf,z,mean,interpolation,0.8957575757575758
10,clf,z,interpolation,interpolation,0.8981818181818182
10,clf,lof,drop,interpolation,0.9095106186518928
10,clf,lof,locf,interpolation,0.9006060606060606
10,clf,lof,mean,interpolation,0.8927272727272728
10,clf,lof,interpolation,interpolation,0.8954545454545455
10,clf,iforest,drop,interpolation,0.9060756354618724
10,clf,iforest,locf,interpolation,0.8984848484848484
10,clf,iforest,mean,interpolation,0.8981818181818182
10,clf,iforest,interpolation,interpolation,0.8930303030303031
10,reg,z,drop,locf,0.8673573797208572
10,reg,z,locf,locf,0.7860692879882516
10,reg,z,mean,locf,0.8209429058128996
10,reg,z,interpolation,locf,0.8224187365446984
10,reg,lof,drop,locf,0.8573992984989185
10,reg,lof,locf,locf,0.8338930296990845
10,reg,lof,mean,locf,0.8430696623331413
10,reg,lof,interpolation,locf,0.8425650799247721
10,reg,iforest,drop,locf,0.8595561125606203
10,reg,iforest,locf,locf,0.8118763673545136
10,reg,iforest,mean,locf,0.8336171118302844
10,reg,iforest,interpolation,locf,0.8346983908430523
10,reg,z,drop,mean,0.8802544551377127
10,reg,z,locf,mean,0.7989072202602691
10,reg,z,mean,mean,0.8315498281875138
10,reg,z,interpolation,mean,0.8329434434293251
10,reg,lof,drop,mean,0.8654642869142034
10,reg,lof,locf,mean,0.8403616586595006
10,reg,lof,mean,mean,0.85144966577898
10,reg,lof,interpolation,mean,0.851815063123195
10,reg,iforest,drop,mean,0.8697523410699796
10,reg,iforest,locf,mean,0.8216537735092111
10,reg,iforest,mean,mean,0.8440767008534009
10,reg,iforest,interpolation,mean,0.8440834952337825
10,reg,z,drop,interpolation,0.871654139398117
10,reg,z,locf,interpolation,0.792106894733559
10,reg,z,mean,interpolation,0.8277471900929213
10,reg,z,interpolation,interpolation,0.8272530081449537
10,reg,lof,drop,interpolation,0.8594725982373974
10,reg,lof,locf,interpolation,0.8368290858002231
10,reg,lof,mean,interpolation,0.8466796351606608
10,reg,lof,interpolation,interpolation,0.8477327131875163
10,reg,iforest,drop,interpolation,0.8644380713354783
10,reg,iforest,locf,interpolation,0.8149744691586258
10,reg,iforest,mean,interpolation,0.8388187703530665
10,reg,iforest,interpolation,interpolation,0.8392555502661977
10,clf,z,drop,locf,0.913568477915475
10,clf,z,locf,locf,0.8903030303030303
10,clf,z,mean,locf,0.8954545454545455
10,clf,z,interpolation,locf,0.8945454545454545
10,clf,lof,drop,locf,0.9068265682656826
10,clf,lof,locf,locf,0.901818181818182
10,clf,lof,mean,locf,0.9036363636363636
10,clf,lof,interpolation,locf,0.9009090909090908
10,clf,iforest,drop,locf,0.904096834264432
10,clf,iforest,locf,locf,0.8939393939393939
10,clf,iforest,mean,locf,0.8918181818181817
10,clf,iforest,interpolation,locf,0.9
10,clf,z,drop,mean,0.9078780177890724
10,clf,z,locf,mean,0.8945454545454545
10,clf,z,mean,mean,0.9024242424242424
10,clf,z,interpolation,mean,0.8972727272727272
10,clf,lof,drop,mean,0.9080282989849278
10,clf,lof,locf,mean,0.899090909090909
10,clf,lof,mean,mean,0.9009090909090908
10,clf,lof,interpolation,mean,0.9036363636363636
10,clf,iforest,drop,mean,0.9118559900682806
10,clf,iforest,locf,mean,0.8984848484848484
10,clf,iforest,mean,mean,0.9
10,clf,iforest,interpolation,mean,0.9009090909090908
10,clf,z,drop,interpolation,0.9122974261201144
10,clf,z,locf,interpolation,0.8915151515151515
10,clf,z,mean,interpolation,0.8942424242424243
10,clf,z,interpolation,interpolation,0.8963636363636364
10,clf,lof,drop,interpolation,0.9076923076923076
10,clf,lof,locf,interpolation,0.9033333333333332
10,clf,lof,mean,interpolation,0.9015151515151516
10,clf,lof,interpolation,interpolation,0.9051515151515152
10,clf,iforest,drop,interpolation,0.9121663563004344
10,clf,iforest,locf,interpolation,0.9006060606060606
10,clf,iforest,mean,interpolation,0.8948484848484849
10,clf,iforest,interpolation,interpolation,0.9015151515151516
10,reg,z,drop,locf,0.8664117716894804
10,reg,z,locf,locf,0.7850287166061931
10,reg,z,mean,locf,0.8292222336438155
10,reg,z,interpolation,locf,0.829649380755787
10,reg,lof,drop,locf,0.8585182456345124
10,reg,lof,locf,locf,0.837549262977344
10,reg,lof,mean,locf,0.8484096302172401
10,reg,lof,interpolation,locf,0.849434655023213
10,reg,iforest,drop,locf,0.8578695328271431
10,reg,iforest,locf,locf,0.819302419112824
10,reg,iforest,mean,locf,0.8412437595469884
10,reg,iforest,interpolation,locf,0.8422707558462583
10,reg,z,drop,mean,0.8713045565569173
10,reg,z,locf,mean,0.7943270691449125
10,reg,z,mean,mean,0.8341414967397309
10,reg,z,interpolation,mean,0.83422400023473
10,reg,lof,drop,mean,0.8635098222903935
10,reg,lof,locf,mean,0.8446226796753628
10,reg,lof,mean,mean,0.8541398570316208
10,reg,lof,interpolation,mean,0.8536071878120256
10,reg,iforest,drop,mean,0.8645556335449324
10,reg,iforest,locf,mean,0.8279900250475367
10,reg,iforest,mean,mean,0.8468376105984593
10,reg,iforest,interpolation,mean,0.8477858149623714
10,reg,z,drop,interpolation,0.87145394911541
10,reg,z,locf,interpolation,0.7894303054051827
10,reg,z,mean,interpolation,0.8335336282308982
10,reg,z,interpolation,interpolation,0.8343325555518162
10,reg,lof,drop,interpolation,0.8636745416173964
10,reg,lof,locf,interpolation,0.8432113592487166
10,reg,lof,mean,interpolation,0.8535918942916515
10,reg,lof,interpolation,interpolation,0.8535602147343421
10,reg,iforest,drop,interpolation,0.864440656086034
10,reg,iforest,locf,interpolation,0.8277181020683454
10,reg,iforest,mean,interpolation,0.8478017195731451
10,reg,iforest,interpolation,interpolation,0.8476423913860667
10,clf,z,drop,locf,0.9062401013620526
10,clf,z,locf,locf,0.8875757575757576
10,clf,z,mean,locf,0.8996969696969697
10,clf,z,interpolation,locf,0.8957575757575758
10,clf,lof,drop,locf,0.9060773480662984
10,clf,lof,locf,locf,0.8957575757575758
10,clf,lof,mean,locf,0.902121212121212
10,clf,lof,interpolation,locf,0.9030303030303032
10,clf,iforest,drop,locf,0.8970223325062034
10,clf,iforest,locf,locf,0.8924242424242425
10,clf,iforest,mean,locf,0.899090909090909
10,clf,iforest,interpolation,locf,0.8978787878787878
10,clf,z,drop,mean,0.9072491294713516
10,clf,z,locf,mean,0.8948484848484849
10,clf,z,mean,mean,0.896969696969697
10,clf,z,interpolation,mean,0.901818181818182
10,clf,lof,drop,mean,0.9057704112952732
10,clf,lof,locf,mean,0.9030303030303032
10,clf,lof,mean,mean,0.9003030303030303
10,clf,lof,interpolation,mean,0.9006060606060606
10,clf,iforest,drop,mean,0.901985111662531
10,clf,iforest,locf,mean,0.8945454545454545
10,clf,iforest,mean,mean,0.8954545454545455
10,clf,iforest,interpolation,mean,0.8984848484848484
10,clf,z,drop,interpolation,0.9071609632446136
10,clf,z,locf,interpolation,0.8881818181818182
10,clf,z,mean,interpolation,0.8909090909090909
10,clf,z,interpolation,interpolation,0.8960606060606061
10,clf,lof,drop,interpolation,0.9066625729198649
10,clf,lof,locf,interpolation,0.9012121212121212
10,clf,lof,mean,interpolation,0.9042424242424244
10,clf,lof,interpolation,interpolation,0.9036363636363636
10,clf,iforest,drop,interpolation,0.9035359801488834
10,clf,iforest,locf,interpolation,0.8909090909090909
