percentage,ML,outlier,imputation,r2
10,clf,z,interpolation,0.8796969696969696
10,clf,lof,drop,0.904118201823326
10,clf,lof,locf,0.8933333333333333
10,clf,lof,mean,0.8878787878787879
10,clf,lof,interpolation,0.8896969696969697
10,clf,iforest,drop,0.9035420619860848
10,clf,iforest,locf,0.8860606060606061
10,clf,iforest,mean,0.8896969696969697
10,clf,iforest,interpolation,0.8872727272727273
10,reg,z,drop,0.8775588227769964
10,reg,z,locf,0.7068439950618428
10,reg,z,mean,0.7839886602798729
10,reg,z,interpolation,0.7438131859166778
10,reg,lof,drop,0.8617274319508694
10,reg,lof,locf,0.7896670629942881
10,reg,lof,mean,0.8179227894994949
10,reg,lof,interpolation,0.7947898054081441
10,reg,iforest,drop,0.8616749845864005
10,reg,iforest,locf,0.7935108004291394
10,reg,iforest,mean,0.8150613501117949
10,reg,iforest,interpolation,0.800262411235984
10,clf,z,drop,0.9094251336898396
10,clf,z,locf,0.8703030303030304
10,clf,z,mean,0.8857575757575757
10,clf,z,interpolation,0.8806060606060606
10,clf,lof,drop,0.9058154235145386
10,clf,lof,locf,0.8924242424242425
10,clf,lof,mean,0.8863636363636365
10,clf,lof,interpolation,0.8921212121212121
10,clf,iforest,drop,0.901712111604312
10,clf,iforest,locf,0.8842424242424243
10,clf,iforest,mean,0.8921212121212121
10,clf,iforest,interpolation,0.8890909090909092
10,reg,z,drop,0.8768266111054951
10,reg,z,locf,0.7369080572762189
10,reg,z,mean,0.8031350854569507
10,reg,z,interpolation,0.7539491295091927
10,reg,lof,drop,0.861685778483421
10,reg,lof,locf,0.7981516774315278
10,reg,lof,mean,0.8231664981263738
10,reg,lof,interpolation,0.7972674744747781
10,reg,iforest,drop,0.8654273018923558
10,reg,iforest,locf,0.7984363132008752
10,reg,iforest,mean,0.8295804464725173
10,reg,iforest,interpolation,0.8087286069888711
10,clf,z,drop,0.913707268503153
10,clf,z,locf,0.8763636363636363
10,clf,z,mean,0.8827272727272728
10,clf,z,interpolation,0.8821212121212121
10,clf,lof,drop,0.9107198994027036
10,clf,lof,locf,0.8930303030303031
10,clf,lof,mean,0.8906060606060606
10,clf,lof,interpolation,0.89
10,clf,iforest,drop,0.9067341131836864
10,clf,iforest,locf,0.8881818181818182
10,clf,iforest,mean,0.8903030303030303
10,clf,iforest,interpolation,0.8966666666666666
10,reg,z,drop,0.8756551818855081
10,reg,z,locf,0.7349901319897205
10,reg,z,mean,0.7843284503053781
10,reg,z,interpolation,0.7401119386019415
10,reg,lof,drop,0.8525399479240068
10,reg,lof,locf,0.7947023178882533
10,reg,lof,mean,0.8193771535975491
10,reg,lof,interpolation,0.7968397738226347
10,reg,iforest,drop,0.8540609291089531
10,reg,iforest,locf,0.7836083425569593
10,reg,iforest,mean,0.8144019266865907
10,reg,iforest,interpolation,0.7885697723200286
10,clf,z,drop,0.9110889110889112
10,clf,z,locf,0.8727272727272727
10,clf,z,mean,0.8815151515151515
10,clf,z,interpolation,0.8790909090909091
10,clf,lof,drop,0.9018867924528302
10,clf,lof,locf,0.8875757575757576
10,clf,lof,mean,0.8824242424242424
10,clf,lof,interpolation,0.8896969696969697
10,clf,iforest,drop,0.8988265144307009
10,clf,iforest,locf,0.883030303030303
10,clf,iforest,mean,0.886969696969697
10,clf,iforest,interpolation,0.8842424242424243
10,reg,z,drop,0.8799877291883842
10,reg,z,locf,0.7303592154302948
10,reg,z,mean,0.8021871650944934
10,reg,z,interpolation,0.7500583010035515
10,reg,lof,drop,0.8656312603023302
10,reg,lof,locf,0.8069263237063773
10,reg,lof,mean,0.834982079290038
10,reg,lof,interpolation,0.8145324074587146
10,reg,iforest,drop,0.8597368307595026
10,reg,iforest,locf,0.7795331954387981
10,reg,iforest,mean,0.8197875791625858
10,reg,iforest,interpolation,0.7871410096800129
10,clf,z,drop,0.90501494520093
10,clf,z,locf,0.8727272727272727
10,clf,z,mean,0.8763636363636363
10,clf,z,interpolation,0.8787878787878788
10,clf,lof,drop,0.901923683380637
10,clf,lof,locf,0.8866666666666667
10,clf,lof,mean,0.8945454545454545
10,clf,lof,interpolation,0.8906060606060606
10,clf,iforest,drop,0.9064976228209192
10,clf,iforest,locf,0.8812121212121212
10,clf,iforest,mean,0.8924242424242425
10,clf,iforest,interpolation,0.8845454545454545
10,reg,z,drop,0.8811098655782704
10,reg,z,locf,0.7312949227443601
10,reg,z,mean,0.8023682251446472
10,reg,z,interpolation,0.7463219342382879
10,reg,lof,drop,0.8575173039686781
10,reg,lof,locf,0.7976916162588769
10,reg,lof,mean,0.8215335060079019
10,reg,lof,interpolation,0.7968926509613458
10,reg,iforest,drop,0.8556812541493686
10,reg,iforest,locf,0.7792907618012109
10,reg,iforest,mean,0.8211842869494367
10,reg,iforest,interpolation,0.789777369542357
10,clf,z,drop,0.9145043246839654
10,clf,z,locf,0.8806060606060606
10,clf,z,mean,0.8909090909090909
10,clf,z,interpolation,0.8821212121212121
10,clf,lof,drop,0.8999055712936733
10,clf,lof,locf,0.8893939393939394
10,clf,lof,mean,0.8915151515151515
10,clf,lof,interpolation,0.8896969696969697
10,clf,iforest,drop,0.9030226700251888
10,clf,iforest,locf,0.8833333333333333
10,clf,iforest,mean,0.8912121212121212
10,clf,iforest,interpolation,0.8878787878787879
10,reg,z,drop,0.8786721535825145
10,reg,z,locf,0.7187597805707614
10,reg,z,mean,0.7953273875458764
10,reg,z,interpolation,0.7375744198239362
10,reg,lof,drop,0.8619460753690935
10,reg,lof,locf,0.7881889018740446
10,reg,lof,mean,0.8242339655053924
10,reg,lof,interpolation,0.7952837586712813
10,reg,iforest,drop,0.8595988729252331
10,reg,iforest,locf,0.7738048693525172
10,reg,iforest,mean,0.8164729528432825
10,reg,iforest,interpolation,0.7753871161721531
10,clf,z,drop,0.9110592938041304
10,clf,z,locf,0.8684848484848485
10,clf,z,mean,0.8854545454545455
10,clf,z,interpolation,0.8772727272727273
10,clf,lof,drop,0.9043423536815608
10,clf,lof,locf,0.8860606060606061
10,clf,lof,mean,0.8921212121212121
10,clf,lof,interpolation,0.8887878787878788
10,clf,iforest,drop,0.9046261089987324
10,clf,iforest,locf,0.8866666666666667
10,clf,iforest,mean,0.8884848484848484
10,clf,iforest,interpolation,0.8884848484848484
10,reg,z,drop,0.880044194525906
10,reg,z,locf,0.7158114163759983
10,reg,z,mean,0.8058339761153479
10,reg,z,interpolation,0.743059688945018
10,reg,lof,drop,0.8589904123529077
10,reg,lof,locf,0.7972034920539239
10,reg,lof,mean,0.8281182872575827
10,reg,lof,interpolation,0.8045089872211681
10,reg,iforest,drop,0.8536056638469787
10,reg,iforest,locf,0.7819749934989711
10,reg,iforest,mean,0.8206332240579328
10,reg,iforest,interpolation,0.791516091898405
10,clf,z,drop,0.9126084056037358
10,clf,z,locf,0.8693939393939394
10,clf,z,mean,0.8781818181818182
10,clf,z,interpolation,0.8748484848484849
10,clf,lof,drop,0.9034591194968552
10,clf,lof,locf,0.8887878787878788
10,clf,lof,mean,0.8939393939393939
10,clf,lof,interpolation,0.8921212121212121
10,clf,iforest,drop,0.8992101105845182
10,clf,iforest,locf,0.8793939393939393
10,clf,iforest,mean,0.8875757575757576
10,clf,iforest,interpolation,0.8848484848484849
20,reg,z,drop,0.8734290684256619
20,reg,z,locf,0.623483548316627
20,reg,z,mean,0.7406439948055425
20,reg,z,interpolation,0.6647946162253588
20,reg,lof,drop,0.8362314882795829
20,reg,lof,locf,0.7586508873748357
20,reg,lof,mean,0.781600888581962
20,reg,lof,interpolation,0.7627821428386149
20,reg,iforest,drop,0.8350067842840517
20,reg,iforest,locf,0.7204197649294368
20,reg,iforest,mean,0.7889196558350935
20,reg,iforest,interpolation,0.7395890922362801
20,clf,z,drop,0.9053318824809576
20,clf,z,locf,0.8396969696969697
20,clf,z,mean,0.858181818181818
20,clf,z,interpolation,0.8469696969696969
20,clf,lof,drop,0.8906148867313916
20,clf,lof,locf,0.8721212121212121
20,clf,lof,mean,0.8739393939393939
20,clf,lof,interpolation,0.873030303030303
20,clf,iforest,drop,0.8956436931079323
20,clf,iforest,locf,0.8687878787878788
20,clf,iforest,mean,0.8703030303030304
20,clf,iforest,interpolation,0.8693939393939394
20,reg,z,drop,0.8667089920074605
20,reg,z,locf,0.593689899155134
20,reg,z,mean,0.7168452538350705
20,reg,z,interpolation,0.6309078385643525
20,reg,lof,drop,0.8349165444472755
20,reg,lof,locf,0.7311395594180155
20,reg,lof,mean,0.781324739575429
20,reg,lof,interpolation,0.7482682191161556
20,reg,iforest,drop,0.824306731386208
20,reg,iforest,locf,0.7007547841476629
20,reg,iforest,mean,0.7640100156992469
20,reg,iforest,interpolation,0.7181427203092752
20,clf,z,drop,0.903448275862069
20,clf,z,locf,0.8466666666666667
20,clf,z,mean,0.8612121212121212
20,clf,z,interpolation,0.847878787878788
20,clf,lof,drop,0.891437802907916
20,clf,lof,locf,0.8739393939393939
20,clf,lof,mean,0.8854545454545455
20,clf,lof,interpolation,0.8751515151515151
20,clf,iforest,drop,0.895799413871703
20,clf,iforest,locf,0.8675757575757574
20,clf,iforest,mean,0.8751515151515151
20,clf,iforest,interpolation,0.8721212121212121
20,reg,z,drop,0.8703406754376937
20,reg,z,locf,0.6101510581095658
20,reg,z,mean,0.7266296085589306
20,reg,z,interpolation,0.626649122552255
20,reg,lof,drop,0.8270938151764486
20,reg,lof,locf,0.7339527923135448
20,reg,lof,mean,0.7750446488580716
20,reg,lof,interpolation,0.73057204541498
20,reg,iforest,drop,0.8241951780254445
20,reg,iforest,locf,0.7140222091488139
20,reg,iforest,mean,0.7639154829008221
20,reg,iforest,interpolation,0.7098662841574132
20,clf,z,drop,0.9072727272727272
20,clf,z,locf,0.8406060606060606
20,clf,z,mean,0.8599999999999999
20,clf,z,interpolation,0.847878787878788
20,clf,lof,drop,0.8902912621359224
20,clf,lof,locf,0.860909090909091
20,clf,lof,mean,0.8681818181818183
20,clf,lof,interpolation,0.866969696969697
20,clf,iforest,drop,0.8954737870400521
20,clf,iforest,locf,0.8642424242424243
20,clf,iforest,mean,0.8693939393939394
20,clf,iforest,interpolation,0.8651515151515152
20,reg,z,drop,0.8651240293083262
20,reg,z,locf,0.6059139982317749
20,reg,z,mean,0.7179972667337488
20,reg,z,interpolation,0.6290205470157061
20,reg,lof,drop,0.8374216694651249
20,reg,lof,locf,0.7401949384066686
20,reg,lof,mean,0.7793085172779857
20,reg,lof,interpolation,0.7473941770977905
20,reg,iforest,drop,0.8185699209835532
20,reg,iforest,locf,0.7092833129385661
20,reg,iforest,mean,0.7616949229799324
20,reg,iforest,interpolation,0.7117753161182216
20,clf,z,drop,0.9141081871345028
20,clf,z,locf,0.8415151515151515
20,clf,z,mean,0.8615151515151516
20,clf,z,interpolation,0.8493939393939394
20,clf,lof,drop,0.8970873786407767
20,clf,lof,locf,0.8715151515151515
20,clf,lof,mean,0.8851515151515151
20,clf,lof,interpolation,0.8772727272727273
20,clf,iforest,drop,0.8938311688311689
20,clf,iforest,locf,0.8651515151515152
20,clf,iforest,mean,0.8672727272727273
20,clf,iforest,interpolation,0.8648484848484849
20,reg,z,drop,0.869945603204076
20,reg,z,locf,0.5813753799743697
20,reg,z,mean,0.7170718112826565
20,reg,z,interpolation,0.6204721049189692
20,reg,lof,drop,0.8269185160303051
20,reg,lof,locf,0.7154772382930892
20,reg,lof,mean,0.7685650125229825
20,reg,lof,interpolation,0.727529086278283
20,reg,iforest,drop,0.8279446759995526
20,reg,iforest,locf,0.6976683856808852
20,reg,iforest,mean,0.7642867401736393
20,reg,iforest,interpolation,0.706932600795066
20,clf,z,drop,0.9006911604219716
20,clf,z,locf,0.8324242424242424
20,clf,z,mean,0.8569696969696969
20,clf,z,interpolation,0.8445454545454546
20,clf,lof,drop,0.8944983818770227
20,clf,lof,locf,0.863030303030303
20,clf,lof,mean,0.8678787878787879
20,clf,lof,interpolation,0.8706060606060605
20,clf,iforest,drop,0.8926940639269406
20,clf,iforest,locf,0.8587878787878787
20,clf,iforest,mean,0.8715151515151515
20,clf,iforest,interpolation,0.8672727272727273
20,reg,z,drop,0.8680923891876218
20,reg,z,locf,0.6394515442251274
20,reg,z,mean,0.7337893648990405
20,reg,z,interpolation,0.6579906659581749
20,reg,lof,drop,0.8397665175281224
20,reg,lof,locf,0.7411790203596983
20,reg,lof,mean,0.7853856667438799
20,reg,lof,interpolation,0.751535365217024
20,reg,iforest,drop,0.8323942292952581
20,reg,iforest,locf,0.7343113964110717
20,reg,iforest,mean,0.7829904737358269
20,reg,iforest,interpolation,0.7367675215842244
20,clf,z,drop,0.9038951583545684
20,clf,z,locf,0.8593939393939394
20,clf,z,mean,0.8654545454545455
20,clf,z,interpolation,0.8539393939393939
20,clf,lof,drop,0.8909444985394352
20,clf,lof,locf,0.8736363636363637
20,clf,lof,mean,0.873030303030303
20,clf,lof,interpolation,0.8751515151515151
20,clf,iforest,drop,0.8963949334199416
20,clf,iforest,locf,0.8690909090909091
20,clf,iforest,mean,0.8739393939393939
20,clf,iforest,interpolation,0.876969696969697
20,reg,z,drop,0.865414194767792
20,reg,z,locf,0.5837004623675432
20,reg,z,mean,0.7087086855288248
20,reg,z,interpolation,0.6225993470172531
20,reg,lof,drop,0.8322501826673674
20,reg,lof,locf,0.7192696579441487
20,reg,lof,mean,0.7728612973452722
20,reg,lof,interpolation,0.7255793636242249
20,reg,iforest,drop,0.8285182327739997
20,reg,iforest,locf,0.7240445498487755
20,reg,iforest,mean,0.7703703455038569
20,reg,iforest,interpolation,0.7264357003444288
20,clf,z,drop,0.9097909790979096
20,clf,z,locf,0.8406060606060606
20,clf,z,mean,0.8584848484848485
20,clf,z,interpolation,0.850909090909091
20,clf,lof,drop,0.8966189856957087
20,clf,lof,locf,0.8657575757575757
20,clf,lof,mean,0.8757575757575757
20,clf,lof,interpolation,0.8675757575757574
20,clf,iforest,drop,0.8984323971260614
20,clf,iforest,locf,0.8721212121212121
20,clf,iforest,mean,0.8803030303030304
20,clf,iforest,interpolation,0.8687878787878788
20,reg,z,drop,0.8696818415944536
20,reg,z,locf,0.5996718121779279
20,reg,z,mean,0.7174073997371724
20,reg,z,interpolation,0.6273842621144259
20,reg,lof,drop,0.8365921951346527
20,reg,lof,locf,0.7319920436613954
20,reg,lof,mean,0.7841778024843888
20,reg,lof,interpolation,0.7393890777298868
20,reg,iforest,drop,0.8302419845605966
20,reg,iforest,locf,0.7336251006527136
20,reg,iforest,mean,0.7757519491094593
20,reg,iforest,interpolation,0.7472585343221148
20,clf,z,drop,0.8978847556528081
20,clf,z,locf,0.8427272727272728
20,clf,z,mean,0.8584848484848485
20,clf,z,interpolation,0.8512121212121211
20,clf,lof,drop,0.8964957819597664
20,clf,lof,locf,0.8724242424242425
20,clf,lof,mean,0.8748484848484849
20,clf,lof,interpolation,0.8681818181818183
20,clf,iforest,drop,0.8949429037520391
20,clf,iforest,locf,0.8681818181818183
20,clf,iforest,mean,0.873030303030303
20,clf,iforest,interpolation,0.87
30,reg,z,drop,0.8468626220514163
30,reg,z,locf,0.4972972492157107
30,reg,z,mean,0.6449176624747185
30,reg,z,interpolation,0.5401938596075091
30,reg,lof,drop,0.7978529035492741
30,reg,lof,locf,0.6468536479719924
30,reg,lof,mean,0.7224981670531234
30,reg,lof,interpolation,0.6628456937221048
30,reg,iforest,drop,0.7932486555257767
30,reg,iforest,locf,0.6481893511516756
30,reg,iforest,mean,0.7190463354031684
30,reg,iforest,interpolation,0.6820815150093134
30,clf,z,drop,0.9015421115065244
30,clf,z,locf,0.8075757575757576
30,clf,z,mean,0.8406060606060606
30,clf,z,interpolation,0.8272727272727273
30,clf,lof,drop,0.8858749586503474
30,clf,lof,locf,0.8503030303030303
30,clf,lof,mean,0.8633333333333333
30,clf,lof,interpolation,0.8587878787878787
30,clf,iforest,drop,0.8785263856621308
30,clf,iforest,locf,0.8472727272727273
30,clf,iforest,mean,0.8578787878787879
30,clf,iforest,interpolation,0.8551515151515151
30,reg,z,drop,0.8477274298678679
30,reg,z,locf,0.5051321206046925
30,reg,z,mean,0.6500276371738289
30,reg,z,interpolation,0.5437622796498609
30,reg,lof,drop,0.8029907401088341
30,reg,lof,locf,0.6784367698744846
30,reg,lof,mean,0.7276487853235148
30,reg,lof,interpolation,0.6880663255110496
30,reg,iforest,drop,0.7916199522852523
30,reg,iforest,locf,0.6765678667422574
30,reg,iforest,mean,0.7262313308028046
30,reg,iforest,interpolation,0.6766458581490997
30,clf,z,drop,0.9029048945483484
30,clf,z,locf,0.8115151515151515
30,clf,z,mean,0.8360606060606062
30,clf,z,interpolation,0.8224242424242424
30,clf,lof,drop,0.8805822031094938
30,clf,lof,locf,0.8521212121212122
30,clf,lof,mean,0.8584848484848485
30,clf,lof,interpolation,0.8587878787878787
30,clf,iforest,drop,0.8757475083056478
30,clf,iforest,locf,0.8527272727272728
30,clf,iforest,mean,0.8560606060606061
30,clf,iforest,interpolation,0.853030303030303
30,reg,z,drop,0.8553266846761289
30,reg,z,locf,0.5355325670318898
30,reg,z,mean,0.6615511690901998
30,reg,z,interpolation,0.5534630174381442
30,reg,lof,drop,0.8132922474271056
30,reg,lof,locf,0.6993364071168362
30,reg,lof,mean,0.7429422828844561
30,reg,lof,interpolation,0.7095763590983941
30,reg,iforest,drop,0.8090452384299194
30,reg,iforest,locf,0.6848182263584602
30,reg,iforest,mean,0.7394378572926836
30,reg,iforest,interpolation,0.6826989140799452
30,clf,z,drop,0.9
30,clf,z,locf,0.8251515151515152
30,clf,z,mean,0.8360606060606062
30,clf,z,interpolation,0.828181818181818
30,clf,lof,drop,0.8892540256325994
30,clf,lof,locf,0.8693939393939394
30,clf,lof,mean,0.8660606060606061
30,clf,lof,interpolation,0.8663636363636363
30,clf,iforest,drop,0.8877076411960133
30,clf,iforest,locf,0.8548484848484849
30,clf,iforest,mean,0.8621212121212121
30,clf,iforest,interpolation,0.8542424242424242
30,reg,z,drop,0.8563383669884586
30,reg,z,locf,0.5065459896196536
30,reg,z,mean,0.6471248342670277
30,reg,z,interpolation,0.5449979376513183
30,reg,lof,drop,0.8029248073441999
30,reg,lof,locf,0.6850170149230903
30,reg,lof,mean,0.7428232375405922
30,reg,lof,interpolation,0.713199204358192
30,reg,iforest,drop,0.7960452545009815
30,reg,iforest,locf,0.6700157590852669
30,reg,iforest,mean,0.7225247689708645
30,reg,iforest,interpolation,0.6862729429819825
30,clf,z,drop,0.895427435387674
30,clf,z,locf,0.803939393939394
30,clf,z,mean,0.8315151515151515
30,clf,z,interpolation,0.823030303030303
30,clf,lof,drop,0.8853754940711462
30,clf,lof,locf,0.8584848484848485
30,clf,lof,mean,0.8642424242424243
30,clf,lof,interpolation,0.8606060606060605
30,clf,iforest,drop,0.88
30,clf,iforest,locf,0.8406060606060606
30,clf,iforest,mean,0.850909090909091
30,clf,iforest,interpolation,0.8539393939393939
30,reg,z,drop,0.8467233122769688
30,reg,z,locf,0.5148835338849127
30,reg,z,mean,0.6656421963745376
30,reg,z,interpolation,0.5696660001151039
30,reg,lof,drop,0.8125016748644363
30,reg,lof,locf,0.6894542345148889
30,reg,lof,mean,0.7503926920153794
30,reg,lof,interpolation,0.7061773193512284
30,reg,iforest,drop,0.797648181458229
30,reg,iforest,locf,0.6696187765758491
30,reg,iforest,mean,0.7293974074998238
30,reg,iforest,interpolation,0.6770258561967519
30,clf,z,drop,0.8987341772151899
30,clf,z,locf,0.8081818181818182
30,clf,z,mean,0.8369696969696969
30,clf,z,interpolation,0.8251515151515152
30,clf,lof,drop,0.8849703361898484
30,clf,lof,locf,0.850909090909091
30,clf,lof,mean,0.860909090909091
30,clf,lof,interpolation,0.8536363636363635
30,clf,iforest,drop,0.873841059602649
30,clf,iforest,locf,0.8472727272727273
30,clf,iforest,mean,0.8521212121212122
30,clf,iforest,interpolation,0.8557575757575757
30,reg,z,drop,0.850014446538078
30,reg,z,locf,0.4971290152832855
30,reg,z,mean,0.6412256095555804
30,reg,z,interpolation,0.5426279494996358
30,reg,lof,drop,0.7969567585756665
30,reg,lof,locf,0.692569894592479
30,reg,lof,mean,0.7386610741639712
30,reg,lof,interpolation,0.6936132310696537
30,reg,iforest,drop,0.7986178167536971
30,reg,iforest,locf,0.6531958108631648
30,reg,iforest,mean,0.7208981811361694
30,reg,iforest,interpolation,0.6664819746076807
30,clf,z,drop,0.8987644479872459
30,clf,z,locf,0.8000000000000002
30,clf,z,mean,0.826060606060606
30,clf,z,interpolation,0.8166666666666667
30,clf,lof,drop,0.8788177339901477
30,clf,lof,locf,0.8518181818181818
30,clf,lof,mean,0.8572727272727273
30,clf,lof,interpolation,0.8503030303030303
30,clf,iforest,drop,0.8788582807832724
30,clf,iforest,locf,0.8412121212121212
30,clf,iforest,mean,0.8536363636363635
30,clf,iforest,interpolation,0.8466666666666667
30,reg,z,drop,0.8359363425178635
30,reg,z,locf,0.5060429123604088
30,reg,z,mean,0.6362095278233987
30,reg,z,interpolation,0.5326967786831744
30,reg,lof,drop,0.7906245278638118
30,reg,lof,locf,0.6971910495362519
30,reg,lof,mean,0.7358403151658184
30,reg,lof,interpolation,0.6967387174859792
30,reg,iforest,drop,0.8024331454185488
30,reg,iforest,locf,0.6602944041879732
30,reg,iforest,mean,0.7253894568313469
30,reg,iforest,interpolation,0.6687656908840848
30,clf,z,drop,0.892532595811932
30,clf,z,locf,0.8121212121212121
30,clf,z,mean,0.8393939393939394
30,clf,z,interpolation,0.8172727272727273
30,clf,lof,drop,0.8857610474631752
30,clf,lof,locf,0.860909090909091
30,clf,lof,mean,0.8654545454545455
30,clf,lof,interpolation,0.8603030303030303
30,clf,iforest,drop,0.885316539608883
30,clf,iforest,locf,0.8490909090909091
30,clf,iforest,mean,0.8621212121212121
30,clf,iforest,interpolation,0.8584848484848485
30,reg,z,drop,0.8444926660709314
30,reg,z,locf,0.4932193445964843
30,reg,z,mean,0.6473245056838852
30,reg,z,interpolation,0.5478618307586793
30,reg,lof,drop,0.8128266828097475
30,reg,lof,locf,0.6935417958232425
30,reg,lof,mean,0.743794578919969
30,reg,lof,interpolation,0.6965581463657089
30,reg,iforest,drop,0.8051618945761204
30,reg,iforest,locf,0.6731890697772946
30,reg,iforest,mean,0.7462655916950011
30,reg,iforest,interpolation,0.6927515249926983
30,clf,z,drop,0.9030350808040992
30,clf,z,locf,0.8157575757575758
30,clf,z,mean,0.8433333333333335
30,clf,z,interpolation,0.826060606060606
30,clf,lof,drop,0.8899505766062603
30,clf,lof,locf,0.8612121212121212
30,clf,lof,mean,0.8663636363636363
30,clf,lof,interpolation,0.8678787878787879
30,clf,iforest,drop,0.8807157057654076
30,clf,iforest,locf,0.8493939393939394
30,clf,iforest,mean,0.863939393939394
30,clf,iforest,interpolation,0.8563636363636363
40,reg,z,drop,0.8255643494160875
40,reg,z,locf,0.4317406776420959
40,reg,z,mean,0.5922108293385318
40,reg,z,interpolation,0.4650706221448082
40,reg,lof,drop,0.775953263735465
40,reg,lof,locf,0.6509699510113325
40,reg,lof,mean,0.7116719201556438
40,reg,lof,interpolation,0.6672472606756779
40,reg,iforest,drop,0.7727418138215563
40,reg,iforest,locf,0.6402603069207586
40,reg,iforest,mean,0.7061898566159601
40,reg,iforest,interpolation,0.6490156533842587
40,clf,z,drop,0.8908618449545258
40,clf,z,locf,0.7748484848484849
40,clf,z,mean,0.8124242424242424
40,clf,z,interpolation,0.7948484848484849
40,clf,lof,drop,0.8706781914893617
40,clf,lof,locf,0.8403030303030303
40,clf,lof,mean,0.8496969696969697
40,clf,lof,interpolation,0.8463636363636363
40,clf,iforest,drop,0.871313672922252
40,clf,iforest,locf,0.8378787878787879
40,clf,iforest,mean,0.8460606060606061
40,clf,iforest,interpolation,0.843939393939394
40,reg,z,drop,0.8258981537958892
40,reg,z,locf,0.4024180255217988
